ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Item Description,Molecule/Test Type,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
10857,104-CI-T01,Pre-PQ Process,SO-963,DN-323,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,14-Sep-07,14-Sep-07,14-Sep-07,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,3285,4993.2,1.52,0.03,No,See DN-323 (ID#:10588),See DN-323 (ID#:10588),7.99
10859,109-TZ-T01,Pre-PQ Process,SO-455,DN-290,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,10-Sep-07,10-Sep-07,10-Sep-07,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,3896,139476.8,35.8,0.6,Yes,3369,9689,223.16
10860,109-TZ-T01,Pre-PQ Process,SO-646,DN-294,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-Oct-07,18-Oct-07,18-Oct-07,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,8000,160000.0,20.0,0.8,Yes,2366,13952.38,256.0
10861,111-MZ-T01,Pre-PQ Process,SO-298,DN-304,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,100mg,Capsule,336,143,5485.48,38.36,0.11,No,See DN-304 (ID#:10589),See DN-304 (ID#:10589),8.78
10862,111-MZ-T01,Pre-PQ Process,SO-298,DN-304,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,17191,300842.5,17.5,0.29,No,See DN-304 (ID#:10589),See DN-304 (ID#:10589),481.35
10863,114-UG-T01,Pre-PQ Process,SO-895,DN-298,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Aug-07,27-Aug-07,27-Aug-07,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,1859,6320.6,3.4,0.06,Yes,214,891,10.11
10865,104-CI-T01,Pre-PQ Process,SO-959,DN-320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07,ARV,Pediatric,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,30mg/ml,Oral solution,180,508,8620.76,16.97,0.09,No,See DN-320 (ID#:10593),See DN-320 (ID#:10593),13.79
10866,104-CI-T01,Pre-PQ Process,SO-959,DN-320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,25799,87716.6,3.4,0.06,No,See DN-320 (ID#:10593),See DN-320 (ID#:10593),140.35
10867,104-CI-T01,Pre-PQ Process,SO-792,DN-356,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,19-Sep-07,19-Sep-07,19-Sep-07,HRDT,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",,Test kit,40,230,17480.0,76.0,1.9,Yes,917,6056.76,27.97
10868,104-CI-T01,Pre-PQ Process,SO-792,DN-356,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,19-Sep-07,19-Sep-07,19-Sep-07,HRDT,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",,Test kit,40,615,46740.0,76.0,1.9,No,See DN-356 (ID#:10867),See DN-356 (ID#:10867),74.78
10877,104-CI-T01,Pre-PQ Process,SO-843,DN-330,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,10000,106800.0,10.68,0.18,No,See DN-330 (ID#:10612),See DN-330 (ID#:10612),170.88
10878,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,13850,29777.5,2.15,0.01,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),47.64
10879,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,15913,31348.61,1.97,0.01,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),50.16
10880,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,14700,22344.0,1.52,0.03,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),35.75
10881,110-ZM-T01,Pre-PQ Process,SO-752,DN-351,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,12-Sep-07,12-Sep-07,12-Sep-07,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,1064,17024.0,16.0,0.18,Yes,128,944.21,27.24
10882,104-CI-T01,Pre-PQ Process,SO-998,DN-326,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,5-Sep-07,5-Sep-07,5-Sep-07,HRDT,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",,Test kit,40,450,34200.0,76.0,1.9,Yes,497,2650.36,54.72
10883,104-CI-T01,Pre-PQ Process,SO-972,DN-327,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,10-Sep-07,10-Sep-07,10-Sep-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,252,19817.28,78.64,0.29,Yes,1736,14182.54,31.71
10884,104-CI-T01,Pre-PQ Process,SO-956,DN-350,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,17-Sep-07,17-Sep-07,17-Sep-07,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,3200,131520.0,41.1,0.34,Yes,749,2717,210.43
10885,104-CI-T01,Pre-PQ Process,SO-999,DN-349,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,12-Sep-07,12-Sep-07,12-Sep-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,16,1258.24,78.64,0.29,Yes,295,1737,2.01
10886,104-CI-T01,Pre-PQ Process,SO-999,DN-349,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,12-Sep-07,12-Sep-07,12-Sep-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,526,41364.64,78.64,0.29,No,See DN-349 (ID#:10885),See DN-349 (ID#:10885),66.18
10887,110-ZM-T01,Pre-PQ Process,SO-753,DN-395,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,2-Nov-07,2-Nov-07,2-Nov-07,ARV,Pediatric,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,20mg/ml,Oral solution,240,1341,22126.5,16.5,0.07,Yes,395,3478,35.4
10889,114-UG-T01,Pre-PQ Process,SO-1123,DN-381,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Nov-07,5-Nov-07,5-Nov-07,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,1717,21325.14,12.42,0.41,Yes,151,1157.58,34.12
10890,104-CI-T01,Pre-PQ Process,SO-964,DN-379,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,15-Oct-07,15-Oct-07,15-Oct-07,ARV,Adult,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,200mg,Capsule,270,1577,124015.28,78.64,0.29,Yes,3023,13721.28,198.42
10891,110-ZM-T01,Pre-PQ Process,SO-535,DN-380,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,17-Oct-07,17-Oct-07,17-Oct-07,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,872,62775.28,71.99,0.72,No,See DN-380 (ID#:10622),See DN-380 (ID#:10622),100.44
10892,111-MZ-T01,Pre-PQ Process,SO-821,DN-399,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-Nov-07,22-Nov-07,22-Nov-07,ARV,Adult,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,300/150/300mg,Tablet - FDC,60,821,57470.0,70.0,1.17,Yes,186,549.44,91.95
10893,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,614,2032.34,3.31,0.06,No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),3.25
10894,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,600,2142.0,3.57,0.06,No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),3.43
10895,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,390,1010.1,2.59,0.01,No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),1.62
10898,104-CI-T01,Pre-PQ Process,SO-845,DN-376,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Oct-07,2-Oct-07,2-Oct-07,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,350,25200.0,72.0,0.72,No,See DN-376 (ID#:10628),See DN-376 (ID#:10628),40.32
10900,110-ZM-T01,Pre-PQ Process,SO-207,DN-383,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,17-Oct-07,17-Oct-07,17-Oct-07,ARV,Pediatric,"Zidovudine 100mg [Retrovir], capsules, 100 Caps",Zidovudine,100mg,Capsule,100,2623,27279.2,10.4,0.1,Yes,159,1007.34,43.65
10901,110-ZM-T01,Pre-PQ Process,SO-976,DN-384,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,29-Oct-07,29-Oct-07,29-Oct-07,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,5496,10827.12,1.97,0.01,Yes,6230,25739.49,17.32
10903,112-NG-T01,Pre-PQ Process,SO-1221,DN-409,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Nov-07,16-Nov-07,16-Nov-07,ARV,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,50mg,Capsule,30,100,224.0,2.24,0.07,Yes,118,1616.04,0.36
10904,111-MZ-T01,Pre-PQ Process,SO-1038,DN-426,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-Nov-07,29-Nov-07,29-Nov-07,ARV,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,1mg/ml,Oral solution,200,500,700.0,1.4,0.01,No,See DN-426 (ID#:10633),See DN-426 (ID#:10633),1.12
10905,100-ZW-T01,Pre-PQ Process,SO-1207,DN-424,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Nov-07,16-Nov-07,16-Nov-07,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,30,1,2.0,2.0,0.07,Yes,63,598.08,0.0
10906,114-UG-T01,Pre-PQ Process,SO-1085,DN-430,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Dec-07,10-Dec-07,10-Dec-07,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,1650,22275.0,13.5,0.22,Yes,197,1637,35.64
10907,110-ZM-T01,Pre-PQ Process,SO-1028,DN-461,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,25-Jan-08,25-Jan-08,25-Jan-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,44135,548156.7,12.42,0.41,Yes,3801,13715.55,877.05
10908,114-UG-T01,Pre-PQ Process,SO-1300,DN-435,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Dec-07,10-Dec-07,10-Dec-07,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,42,1102.5,26.25,0.88,Yes,464,3393,1.76
10910,104-CI-T01,Pre-PQ Process,SO-1446,DN-504,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Jan-08,24-Jan-08,24-Jan-08,ARV,Pediatric,"Abacavir 20mg/ml, [DON] oral solution, Bottle, 240 ml",Abacavir,20mg/ml,Oral solution,240,3119,0.0,0.0,0.0,Yes,1088,2951.94,0.0
10915,110-ZM-T01,Pre-PQ Process,SO-1329,DN-465,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Nov-07,30-Nov-07,30-Nov-07,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,2066,33056.0,16.0,0.18,Yes,236,1448.2,52.89
10917,117-ET-T01,Pre-PQ Process,SO-1527,DN-522,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Feb-08,20-Feb-08,20-Feb-08,ARV,Adult,"Stavudine 20mg, capsules, 60 Caps",Stavudine,20mg,Capsule,60,219,383.25,1.75,0.03,Yes,16,472.5,0.61
10918,117-ET-T01,Pre-PQ Process,SO-1514,DN-518,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Dec-07,20-Dec-07,20-Dec-07,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,1184,20128.0,17.0,0.57,Yes,49,639.75,32.2
10919,104-CI-T01,Pre-PQ Process,SO-971,DN-421,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Jan-08,17-Jan-08,17-Jan-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,479,19686.9,41.1,0.34,Yes,421,5947.88,31.5
10923,117-ET-T01,Pre-PQ Process,SO-1533,DN-528,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Dec-07,20-Dec-07,20-Dec-07,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,1926,4140.9,2.15,0.01,Yes,807,2511.67,6.63
10924,100-ZW-T01,Pre-PQ Process,SO-710,DN-488,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-Jan-08,14-Jan-08,14-Jan-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,627,7787.34,12.42,0.41,No,See DN-488 (ID#:10652),See DN-488 (ID#:10652),12.46
10925,100-ZW-T01,Pre-PQ Process,SO-712,DN-623,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Mar-08,5-Mar-08,5-Mar-08,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,37240,275576.0,7.4,0.12,Yes,4080,13317.2,440.92
10926,106-HT-T01,Pre-PQ Process,SO-1285,DN-627,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Mar-08,8-Mar-08,8-Mar-08,ARV,Pediatric,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,200mg,Chewable/dispersible tablet,60,100,1550.0,15.5,0.26,Yes,195,2587.9,2.48
10927,111-MZ-T01,Pre-PQ Process,SO-1039,DN-628,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Apr-08,5-Apr-08,5-Apr-08,ARV,Adult,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,300/150/300mg,Tablet - FDC,60,213,14910.0,70.0,1.17,No,See DN-628 (ID#:10654),See DN-628 (ID#:10654),23.86
10928,111-MZ-T01,Pre-PQ Process,SO-1039,DN-628,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Apr-08,5-Apr-08,5-Apr-08,ARV,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,400mg,Capsule,180,343,17150.0,50.0,0.28,No,See DN-628 (ID#:10654),See DN-628 (ID#:10654),27.44
10929,117-ET-T01,Pre-PQ Process,SO-1525,DN-530,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Dec-07,17-Dec-07,17-Dec-07,ARV,Pediatric,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,200mg,Capsule,90,1692,27072.0,16.0,0.18,Yes,182,1722,43.32
10930,110-ZM-T01,Pre-PQ Process,SO-993,DN-507,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,8-Jan-08,8-Jan-08,8-Jan-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,50061,976189.5,19.5,0.65,Yes,3946,14199.3,1561.9
10931,117-ET-T01,Pre-PQ Process,SO-1513,DN-516,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Jan-08,10-Jan-08,10-Jan-08,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,591,10047.0,17.0,0.57,Yes,37,504,16.08
10933,107-RW-T01,Pre-PQ Process,SO-1515,DN-570,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,28-Jan-08,28-Jan-08,28-Jan-08,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,3150,9576.0,3.04,0.05,Yes,165,2559.28,15.32
10934,100-ZW-T01,Pre-PQ Process,SO-708,DN-479,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Feb-08,5-Feb-08,5-Feb-08,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,30,1600,3200.0,2.0,0.07,No,See DN-479 (ID#:10647),See DN-479 (ID#:10647),5.12
10936,117-ET-T01,Pre-PQ Process,SO-1532,DN-574,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,31-Jan-08,31-Jan-08,31-Jan-08,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,7511,25537.4,3.4,0.06,Yes,732,2724.27,40.86
10937,105-GY-T01,Pre-PQ Process,SO-1239,DN-557,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Jan-08,24-Jan-08,24-Jan-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,1008,9576.0,9.5,0.16,No,See DN-557 (ID#:10663),See DN-557 (ID#:10663),15.32
10939,110-ZM-T01,Pre-PQ Process,SO-1033,DN-553,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,28-Feb-08,28-Feb-08,28-Feb-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,44135,548156.7,12.42,0.41,Yes,3483,12643.63,877.05
10940,109-TZ-T01,Pre-PQ Process,SO-1648,DN-559,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Feb-08,25-Feb-08,25-Feb-08,ARV,Pediatric,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,100mg,Chewable/dispersible tablet,60,2273,17615.75,7.75,0.13,Yes,2749,10654.94,28.19
10942,104-CI-T01,Pre-PQ Process,SO-1663,DN-587,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Mar-08,5-Feb-08,5-Feb-08,ARV,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,400mg,Capsule,180,5538,276900.0,50.0,0.28,Yes,1230,4680.1,443.04
10943,117-ET-T01,Pre-PQ Process,SO-1719,DN-593,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Feb-08,5-Feb-08,5-Feb-08,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,10000,81500.0,8.15,0.14,Yes,574,3787.32,130.4
10944,111-MZ-T01,Pre-PQ Process,SO-1063,DN-597,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-Feb-08,29-Feb-08,29-Feb-08,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,4300,43.0,0.01,0.0,No,See DN-597 (ID#:10671),See DN-597 (ID#:10671),0.07
10945,100-ZW-T01,Pre-PQ Process,SO-714,DN-709,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Apr-08,21-Apr-08,21-Apr-08,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,30,1600,3200.0,2.0,0.07,Yes,2519,15252.7,5.12
10946,100-ZW-T01,Pre-PQ Process,SO-714,DN-709,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Apr-08,21-Apr-08,21-Apr-08,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,37240,275576.0,7.4,0.12,No,See DN-709 (ID#:10945),See DN-709 (ID#:10945),440.92
10947,109-TZ-T01,Pre-PQ Process,SO-2662,DN-758,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Jul-08,9-Jul-08,9-Jul-08,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,11181,32536.71,2.91,0.05,Yes,566,3594.6,52.06
10948,110-ZM-T01,Pre-PQ Process,SO-2547,DN-820,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,29-Jul-08,29-Jul-08,29-Jul-08,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,30,12000,24000.0,2.0,0.07,Yes,700,954.13,38.4
10949,109-TZ-T01,Pre-PQ Process,SO-2000,DN-722,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Apr-08,30-Apr-08,30-Apr-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,2580,106038.0,41.1,0.34,Yes,559,3562.4,169.66
10950,109-TZ-T01,Pre-PQ Process,SO-2560,DN-826,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-Jul-08,29-Jul-08,29-Jul-08,ARV,Adult,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,200mg,Tablet,60,50288,170979.2,3.4,0.06,No,See DN-826 (ID#:10674),See DN-826 (ID#:10674),273.57
